2017-10-18T09:58:39, 60:01:94:82:81:75, -34, 1972, 1024, 1, 0, 1
2017-10-18T09:58:39, 60:01:94:82:85:6F, -37, 8826, 670, 1, 0, 0
2017-10-18T09:58:39, 60:01:94:82:80:A4, -30, 8779, 675, 1, 0, 0
2017-10-18T09:58:39, 60:01:94:82:80:D3, -32, 8864, 660, 1, 0, 0
2017-10-18T09:58:39, 60:01:94:82:80:53, -33, 1165, 1024, 1, 0, 1
2017-10-18T09:58:39, 60:01:94:82:7F:17, -31, 8814, 665, 1, 0, 0
2017-10-18T09:58:39, 60:01:94:82:7E:53, -34, 8704, 662, 1, 0, 0
2017-10-18T09:58:39, 60:01:94:82:7E:AF, -28, 8705, 669, 1, 0, 0
2017-10-18T09:58:39, 60:01:94:82:81:1F, -34, 8785, 655, 1, 0, 0
2017-10-18T09:58:40, 60:01:94:82:81:3F, -31, 1942, 1024, 1, 0, 1
2017-10-18T09:58:40, 60:01:94:82:7F:D2, -33, 8721, 666, 1, 0, 0
2017-10-18T09:58:40, 60:01:94:82:80:39, -29, 1970, 1024, 1, 0, 1
2017-10-18T09:58:40, 60:01:94:82:7E:92, -35, 8726, 679, 1, 0, 0
2017-10-18T09:58:40, 60:01:94:82:7F:01, -26, 8816, 673, 1, 0, 0
2017-10-18T09:58:40, 60:01:94:82:7E:35, -30, 8732, 688, 1, 0, 0
2017-10-18T09:58:40, 60:01:94:82:80:3B, -32, 8770, 644, 1, 0, 0
2017-10-18T09:58:40, 60:01:94:82:81:96, -29, 8816, 662, 1, 0, 0
2017-10-18T09:58:40, 60:01:94:82:81:75, -34, 1973, 1024, 1, 0, 1
2017-10-18T09:58:40, 60:01:94:82:80:53, -33, 1166, 1024, 1, 0, 1
2017-10-18T09:58:40, 60:01:94:82:81:88, -38, 8780, 673, 1, 0, 0
2017-10-18T09:58:41, 60:01:94:82:81:3F, -32, 1943, 1024, 1, 0, 1
2017-10-18T09:58:41, 60:01:94:82:81:C9, -31, 8796, 671, 1, 0, 0
2017-10-18T09:58:41, 60:01:94:82:7F:5A, -37, 8738, 663, 1, 0, 0
2017-10-18T09:58:41, 60:01:94:82:80:39, -29, 1971, 1024, 1, 0, 1
2017-10-18T09:58:41, 60:01:94:82:81:75, -33, 1974, 1024, 1, 0, 1
2017-10-18T09:58:41, 60:01:94:82:7F:98, -35, 8654, 665, 1, 0, 0
2017-10-18T09:58:41, 60:01:94:82:7F:A8, -36, 8797, 668, 1, 0, 0
2017-10-18T09:58:41, 60:01:94:82:80:53, -33, 1167, 1024, 1, 0, 1
2017-10-18T09:58:41, 60:01:94:82:7E:A5, -32, 8792, 679, 1, 0, 0
2017-10-18T09:58:42, 60:01:94:82:81:3F, -32, 1944, 1024, 1, 0, 1
2017-10-18T09:58:42, 60:01:94:82:80:39, -28, 1972, 1024, 1, 0, 1
2017-10-18T09:58:42, 60:01:94:82:7F:37, -39, 8763, 665, 1, 0, 0
2017-10-18T09:58:42, 60:01:94:82:81:75, -34, 1975, 1024, 1, 0, 1
2017-10-18T09:58:42, 60:01:94:82:80:86, -43, 8747, 673, 1, 0, 0
2017-10-18T09:58:42, 60:01:94:82:80:53, -33, 1168, 1024, 1, 0, 1
2017-10-18T09:58:42, 60:01:94:82:81:67, -23, 8840, 660, 1, 0, 0
2017-10-18T09:58:43, 60:01:94:82:81:3F, -32, 1945, 1024, 1, 0, 1
2017-10-18T09:58:43, 60:01:94:82:81:42, -30, 8763, 654, 1, 0, 0
2017-10-18T09:58:43, 60:01:94:82:85:4F, -28, 8748, 668, 1, 0, 0
2017-10-18T09:58:43, 60:01:94:82:80:39, -28, 1973, 1024, 1, 0, 1
2017-10-18T09:58:43, 60:01:94:82:81:75, -34, 1976, 1024, 1, 0, 1
2017-10-18T09:58:43, 60:01:94:82:7F:FC, -40, 8869, 665, 1, 0, 0
2017-10-18T09:58:43, 60:01:94:82:81:55, -33, 8852, 660, 1, 0, 0
2017-10-18T09:58:43, 60:01:94:82:80:53, -32, 1169, 1024, 1, 0, 1
2017-10-18T09:58:43, 60:01:94:82:7F:3B, -26, 8704, 661, 1, 0, 0
2017-10-18T09:58:43, 60:01:94:82:85:67, -31, 8800, 669, 1, 0, 0
